brand,fuelType,gearbox,yearOfRegistration,kilometer,price
opel,benzin,manuell,2004,235752,4495.651541808797
audi,benzin,automatik,2002,176566,10037.656269635188
ford,benzin,manuell,1994,225657,4310.155995898957
bmw,diesel,manuell,2009,37158,13674.836251696996
audi,benzin,manuell,1994,245446,3176.698848136446
opel,benzin,manuell,2001,65796,8896.129796396357
mercedes_benz,benzin,automatik,2012,137230,14417.737876870895
bmw,benzin,manuell,2014,134614,10891.804848933609
mercedes_benz,benzin,manuell,2016,247064,10166.06654554292
audi,diesel,manuell,2015,86669,10961.974992577992
ford,benzin,manuell,2005,76022,9872.640280968202
mercedes_benz,benzin,manuell,1995,105190,8003.4592102963825
ford,diesel,automatik,2012,111439,11827.994368537078
opel,benzin,manuell,2011,58597,8390.89385344722
bmw,diesel,manuell,2016,57024,14512.36647036601
audi,benzin,manuell,2007,73244,10918.18163114865
mercedes_benz,benzin,automatik,1993,142907,6733.371599778268
vw,benzin,manuell,2003,106289,8450.974113276447
ford,diesel,manuell,2002,120657,9062.062189947721
audi,diesel,manuell,2012,217121,14661.998853927795
vw,benzin,manuell,2000,76073,7948.514454953612
ford,benzin,automatik,1998,273418,5304.743994645418
bmw,benzin,manuell,1992,226775,3319.540834530338
mercedes_benz,benzin,manuell,2012,56532,11956.940527536966
bmw,diesel,manuell,2010,97584,13019.867529934812
vw,diesel,manuell,1991,59147,4220.477423188637
bmw,diesel,manuell,2001,85477,11112.469750753655
mercedes_benz,benzin,manuell,2002,112821,9172.898813237003
mercedes_benz,diesel,manuell,2002,43612,9796.35291986812
bmw,benzin,automatik,2014,9258,18818.877718790267
ford,benzin,automatik,1994,134452,4404.61743034193
audi,diesel,manuell,1998,211792,4707.731045583703
mercedes_benz,benzin,automatik,1994,94374,10359.777685760935
opel,diesel,automatik,1996,258834,3030.398456191072
vw,diesel,manuell,2014,113935,14056.549050535992
bmw,diesel,manuell,2015,270735,10485.208497982925
bmw,benzin,manuell,1991,74619,6496.273464605804
mercedes_benz,benzin,manuell,2007,164103,11335.187564215568
opel,diesel,manuell,1996,230130,4887.229071056165
vw,diesel,manuell,1995,22416,9704.405606010898
audi,benzin,automatik,1997,279350,5078.388291906006
bmw,diesel,manuell,1995,112662,9539.685082331875
bmw,benzin,automatik,2003,151889,11180.66291038513
bmw,benzin,manuell,2016,190389,12793.073707850273
ford,diesel,manuell,2005,194684,7392.332830103555
vw,benzin,automatik,2009,11982,10492.417577653305
audi,benzin,manuell,2003,260815,7582.461235169983
opel,diesel,manuell,1990,188963,3084.0005487117264
mercedes_benz,diesel,manuell,1992,299654,3986.496221473939
mercedes_benz,diesel,manuell,1997,144096,11134.72954538749
opel,benzin,manuell,1996,185987,1738.5095506300268
audi,diesel,manuell,2012,135113,15363.794473047328
opel,benzin,manuell,2012,267484,7016.910082048302
bmw,benzin,manuell,2013,250554,10865.197267754347
mercedes_benz,benzin,manuell,2007,273039,8046.653828204595
opel,diesel,manuell,2005,153762,5724.150631215005
mercedes_benz,diesel,manuell,2007,238478,10121.025152301328
bmw,diesel,manuell,2000,110844,10785.237360339188
ford,diesel,manuell,2008,140974,10594.858169603891
ford,benzin,automatik,2011,229264,8117.670202341647
audi,benzin,manuell,2010,28940,10132.390238193373
opel,benzin,manuell,2006,214594,3995.6279831260617
audi,benzin,manuell,1991,9662,11184.789435644941
ford,benzin,automatik,2009,176291,7235.376024341827
mercedes_benz,diesel,manuell,1999,145774,11925.094187358813
audi,diesel,manuell,2010,143260,10733.669893873606
vw,diesel,manuell,2004,150822,8409.876135408198
ford,benzin,manuell,2013,150120,10835.412389399857
audi,benzin,manuell,1999,125171,6966.288330128689
mercedes_benz,benzin,manuell,2015,138149,16125.342703638582
mercedes_benz,benzin,manuell,2012,172609,12261.412537102617
mercedes_benz,benzin,manuell,1998,230222,7486.8362694495045
opel,benzin,manuell,2003,167887,5940.849487971312
ford,benzin,automatik,2004,194544,7997.200430525636
opel,diesel,manuell,2010,251800,10132.189109774794
ford,benzin,automatik,2008,296906,5964.951093565179
mercedes_benz,benzin,automatik,2013,37053,18453.509186123854
audi,benzin,automatik,1999,215313,6176.346287431323
mercedes_benz,benzin,automatik,2003,71427,13317.604059027564
bmw,benzin,manuell,2001,63050,11272.671504364575
opel,benzin,manuell,2014,238936,6618.406890976445
opel,benzin,manuell,1998,25263,8015.454556955998
vw,benzin,manuell,2005,255111,5908.8289067755595
vw,diesel,manuell,1993,232310,2474.0117355847324
audi,benzin,manuell,2012,298473,9167.543651291191
audi,benzin,manuell,2000,202043,7178.574319162776
vw,benzin,automatik,1999,262509,4540.9395790391745
ford,benzin,manuell,2005,39967,9597.793796411972
audi,benzin,manuell,2003,267520,6414.584611614571
bmw,diesel,manuell,2012,52296,14502.530568130509
vw,benzin,manuell,2004,97732,8955.111142522474
ford,diesel,automatik,2003,42817,9777.788681454329
audi,benzin,manuell,1992,123490,10115.414237205
opel,benzin,manuell,1990,225954,500.0
bmw,benzin,manuell,2000,84085,8941.19588414831
ford,benzin,manuell,2016,247547,8090.44684313459
audi,benzin,manuell,2014,183858,14583.580121486806
mercedes_benz,diesel,automatik,2006,190533,9709.138025033752
ford,diesel,manuell,2007,281947,7099.943446979164
vw,diesel,manuell,2000,132394,8224.71109756981
ford,benzin,manuell,1994,106669,5567.023457011822
bmw,diesel,manuell,1990,298393,5386.654743916411
audi,benzin,automatik,1999,169315,9837.444039620632
bmw,diesel,automatik,1998,186308,8197.404760219824
ford,diesel,manuell,1995,92408,6942.866174240987
audi,diesel,manuell,1996,68553,6632.7869517717845
ford,diesel,manuell,1990,55090,6046.8395127828935
vw,diesel,manuell,2006,70949,9690.035858252122
opel,benzin,manuell,2015,62579,11768.846361059226
mercedes_benz,diesel,automatik,2008,225282,9066.302202774958
vw,benzin,manuell,2002,22093,10265.448430078612
opel,diesel,manuell,2001,190668,3741.7869566365875
mercedes_benz,diesel,automatik,1998,285041,7621.60691018738
vw,benzin,automatik,1993,230838,1643.4816104661757
audi,benzin,manuell,2006,123849,9048.558447296173
opel,benzin,manuell,2005,22523,11581.638153817745
bmw,benzin,manuell,1990,251065,4360.576918870433
opel,benzin,automatik,2001,5928,11405.244706505813
vw,diesel,manuell,1997,205992,7819.7506987519355
ford,benzin,manuell,1994,202929,1982.1619392903528
audi,diesel,manuell,2008,61616,15416.137493661308
ford,benzin,manuell,2004,223261,3536.5215157316475
ford,benzin,manuell,2007,56761,11083.930501817355
vw,benzin,automatik,2009,71566,10728.673428100043
vw,diesel,manuell,2016,244536,9013.829786041024
mercedes_benz,benzin,manuell,2011,293843,10344.844800956664
vw,benzin,automatik,2006,83089,11755.647287753822
ford,benzin,manuell,2013,276794,8737.022579969818
ford,diesel,manuell,2002,274419,5433.909833342189
vw,benzin,manuell,2016,231975,9858.435951993859
opel,diesel,manuell,2010,46316,12663.979878549853
mercedes_benz,diesel,manuell,2007,93328,13689.086113275787
ford,diesel,manuell,2014,204924,10913.55375937897
opel,benzin,manuell,2003,299769,4010.6191916660714
opel,benzin,manuell,2009,245269,7858.795736759545
ford,benzin,manuell,1997,128979,3079.6082901743584
audi,benzin,automatik,2016,74400,14815.08978737042
audi,diesel,manuell,2006,288299,5958.250259231621
audi,benzin,automatik,2011,86481,13685.433026407329
ford,benzin,manuell,2002,105954,9943.815263780547
mercedes_benz,benzin,manuell,2013,289533,9398.212827079547
opel,benzin,manuell,1992,170691,3177.0580454458227
bmw,benzin,manuell,1993,83056,8873.610072382458
opel,diesel,manuell,2003,6576,7466.895602350212
mercedes_benz,benzin,manuell,2009,131837,11280.094276783719
audi,diesel,manuell,2011,295870,9929.373488909276
ford,diesel,manuell,2001,132592,3302.667911514088
bmw,benzin,manuell,2007,211361,7907.567260387544
vw,benzin,manuell,2004,79645,10758.386960071934
vw,benzin,manuell,2015,233805,10828.395350676086
opel,benzin,manuell,2007,233858,6784.317341055151
mercedes_benz,benzin,manuell,2001,184448,9934.336459914768
ford,diesel,manuell,2016,232695,10468.756351632195
bmw,diesel,manuell,1992,175752,7418.052361163472
opel,benzin,manuell,2016,116603,10794.45943673908
audi,benzin,manuell,1994,222674,4920.239024383139
bmw,benzin,manuell,1997,251362,4624.204420376267
audi,diesel,automatik,2012,253112,13132.985016273471
ford,benzin,manuell,2009,67857,12625.199114253304
bmw,diesel,automatik,2016,204594,15977.98920104561
bmw,diesel,manuell,2010,6270,14762.436857483208
ford,benzin,manuell,2007,173739,6194.558940952368
vw,benzin,manuell,1999,173494,7645.580491125244
mercedes_benz,benzin,manuell,1990,112231,7571.240803887119
opel,diesel,manuell,1993,298252,2227.836512285464
vw,benzin,automatik,1998,265473,3340.091872582281
vw,diesel,manuell,1991,16400,8110.495718955148
ford,diesel,manuell,2003,66606,7939.962910507099
vw,diesel,manuell,2010,66359,13123.913534118548
vw,benzin,manuell,2016,269779,10972.750049409315
vw,benzin,automatik,2003,158079,10384.988315861929
ford,diesel,manuell,2013,220018,10562.426081164724
bmw,benzin,manuell,2016,243932,9348.327675568318
mercedes_benz,diesel,automatik,2013,231447,13267.055196419033
vw,benzin,automatik,2002,31267,13384.18261608657
vw,benzin,manuell,1998,46398,6669.122614336574
mercedes_benz,diesel,manuell,2016,121594,15279.347640634673
audi,benzin,automatik,1996,104821,10523.866527701466
ford,benzin,manuell,2001,225387,5717.960883110378
opel,benzin,manuell,1991,51089,8798.454486727656
mercedes_benz,benzin,manuell,2011,114605,11908.595925157117
ford,diesel,automatik,2007,74789,9819.586321388766
ford,benzin,automatik,1992,60706,7922.068153752761
audi,benzin,manuell,1995,55977,6586.642057592695
bmw,benzin,manuell,2004,62671,11151.428016773696
opel,diesel,manuell,2004,171490,7471.730182710635
bmw,benzin,manuell,2011,125964,13834.704210078884
vw,diesel,automatik,1997,133410,8553.20195203787
audi,diesel,manuell,2014,146428,13957.037371265294
mercedes_benz,benzin,manuell,2002,223612,7524.1136831475
ford,diesel,automatik,2012,259235,10937.806028622914
opel,diesel,manuell,1996,160298,11432.776064090896
vw,benzin,automatik,1990,194464,4347.6431483843735
mercedes_benz,benzin,manuell,1991,222874,4992.028311320255
mercedes_benz,diesel,automatik,2000,208668,7579.8455435117585
opel,diesel,manuell,2015,44607,12451.63782602427
mercedes_benz,diesel,manuell,1991,294981,4079.814649079044
bmw,diesel,manuell,1999,53619,10325.7196395993
ford,benzin,manuell,1992,126493,4046.023248209728
bmw,diesel,manuell,2015,197517,15716.684115210932
ford,diesel,manuell,2008,123989,11790.97037605385
mercedes_benz,benzin,manuell,2010,76723,13227.290925297619
bmw,benzin,automatik,2009,277387,7539.84008300121
bmw,benzin,manuell,2007,26101,15084.031464353619
opel,diesel,manuell,2010,77533,11175.758589807954
ford,benzin,automatik,1990,297934,500.0
bmw,diesel,manuell,2013,220295,13062.745177739554
opel,benzin,automatik,2009,30658,13125.370026350198
opel,benzin,manuell,2009,227599,3309.157392597997
opel,diesel,manuell,2000,291005,2743.068036800644
opel,benzin,manuell,2011,33847,11257.378983038428
vw,diesel,automatik,2000,127145,9758.866366962926
mercedes_benz,benzin,manuell,1991,143128,5663.820123063744
bmw,diesel,manuell,2014,43648,14578.827147039096
vw,benzin,automatik,1996,64165,8807.453874520423
bmw,diesel,manuell,1992,56257,8272.376440028762
bmw,diesel,automatik,2006,59685,14619.381975823046
opel,benzin,automatik,1996,124041,4151.906517538115
vw,benzin,automatik,2013,141829,9234.920471145402
ford,benzin,automatik,2001,75205,9628.803736355596
opel,benzin,automatik,1990,90381,5071.159865475821
vw,diesel,manuell,2015,61709,15149.50359985431
opel,benzin,automatik,2003,239837,4804.370498617837
audi,benzin,automatik,1997,67467,8258.002046280382
mercedes_benz,benzin,manuell,2008,272743,10986.218331311366
bmw,benzin,manuell,2004,163962,7136.321854008294
vw,diesel,automatik,1990,241802,5241.151063770937
audi,benzin,manuell,2010,192736,12126.037061223575
vw,diesel,manuell,2000,83479,10120.554271399113
bmw,diesel,manuell,2008,182401,10220.268724484327
ford,benzin,manuell,2014,85869,10257.83424491196
bmw,benzin,automatik,2006,39975,12885.416340502701
opel,benzin,manuell,2008,80144,7654.560484752899
ford,benzin,manuell,1996,86313,4631.199001869605
opel,benzin,automatik,1996,44836,8370.381437263568
audi,diesel,manuell,2001,11964,13034.743671336237
ford,diesel,automatik,2013,283420,7357.237760197564
vw,benzin,manuell,2004,156459,8585.002902950111
vw,diesel,automatik,1999,123604,9109.37495860971
bmw,benzin,automatik,2011,279335,12178.129381865654
ford,diesel,manuell,2013,71283,13328.044662801283
ford,benzin,manuell,2014,123846,12310.951580601566
mercedes_benz,diesel,manuell,1998,254767,8020.276386395317
mercedes_benz,diesel,manuell,2009,191449,13340.913664545782
audi,diesel,automatik,2005,122762,9814.084265148338
opel,diesel,manuell,2002,80469,8608.00331433363
bmw,benzin,manuell,2000,15359,11134.345847658706
bmw,diesel,manuell,1993,30090,9432.575079597078
vw,benzin,manuell,1997,52772,8210.389945475088
opel,diesel,automatik,2004,237052,7910.529481743626
ford,benzin,manuell,2013,193578,9616.825615606724
vw,benzin,manuell,2013,132873,10477.124178167995
ford,benzin,manuell,1995,235957,1677.264880232313
mercedes_benz,benzin,automatik,2008,52430,15697.17911123435
bmw,diesel,manuell,1992,67225,9280.099224920752
bmw,diesel,manuell,2008,120855,10954.979212400887
ford,diesel,manuell,1999,275631,3896.8486875255653
mercedes_benz,benzin,manuell,2002,186198,6261.0904834389585
opel,diesel,automatik,2009,256044,8132.175921521165
ford,benzin,manuell,2001,78207,7438.290086102106
vw,benzin,manuell,2011,255272,6832.859574466994
mercedes_benz,diesel,automatik,2004,26381,16749.28028470529
audi,benzin,manuell,2016,72160,12622.56882068683
opel,benzin,manuell,2007,159292,8773.749427523502
mercedes_benz,benzin,manuell,1998,19908,14281.902241397811
ford,benzin,manuell,2010,258187,8452.161855575032
ford,diesel,automatik,2001,260889,5734.911826853348
bmw,benzin,automatik,2004,164732,8404.25704086501
mercedes_benz,benzin,automatik,1993,95211,6652.686735123316
mercedes_benz,benzin,automatik,1993,34194,9298.792457563715
ford,benzin,manuell,2005,187580,5717.898899129137
bmw,diesel,manuell,1995,163613,6648.419636562801
ford,diesel,manuell,2016,229190,9726.729816793135
ford,diesel,automatik,2013,182747,10791.68936067147
ford,diesel,automatik,2008,42846,12970.897921467944
bmw,benzin,manuell,2009,40920,11524.905670806356
mercedes_benz,diesel,manuell,2006,235347,9069.694305800425
bmw,benzin,automatik,1991,51912,8222.251875766278
mercedes_benz,benzin,automatik,2000,281860,6769.572209865096
audi,diesel,automatik,2003,36254,15629.555561120134
ford,benzin,manuell,2014,219870,9150.969889085787
opel,diesel,manuell,1995,292693,500.0
opel,diesel,manuell,2003,135160,8624.072042380147
opel,diesel,manuell,1999,21730,9883.895584115968
opel,benzin,automatik,1993,263620,1939.9079576328932
audi,benzin,manuell,1992,60255,5574.804988386198
ford,diesel,manuell,1999,160600,9125.082042970194
mercedes_benz,benzin,manuell,1992,295438,2086.414129628114
opel,benzin,manuell,1991,224707,2597.0183096239007
mercedes_benz,diesel,manuell,1999,18663,12626.815793595903
vw,diesel,manuell,1995,247049,4960.2358235446545
bmw,diesel,automatik,2004,52566,15908.966886250995
audi,benzin,manuell,1990,226059,4321.278308211552
audi,benzin,manuell,1998,188181,5798.383659434699
mercedes_benz,benzin,manuell,2002,89917,12460.648412691942
mercedes_benz,benzin,manuell,2016,129964,13254.070824933822
bmw,benzin,automatik,2007,39763,13750.0770170929
opel,benzin,automatik,2013,296101,5538.354587976314
opel,benzin,manuell,1999,75309,5443.898158994871
ford,benzin,automatik,2002,96060,8455.880005654279
bmw,benzin,automatik,2001,153348,9985.17006287131
opel,benzin,manuell,2013,203352,6079.374065963453
opel,benzin,manuell,2015,154056,10964.811052000996
bmw,diesel,manuell,2015,154016,12690.536535102554
bmw,benzin,automatik,2010,176880,13581.93202350675
ford,diesel,manuell,2003,258020,5211.653356763238
mercedes_benz,benzin,manuell,2004,121555,9083.466595675021
audi,benzin,automatik,2016,250478,11604.146836938877
vw,benzin,automatik,1997,237132,3183.0074983819113
ford,benzin,manuell,1999,288496,4833.497712149689
ford,benzin,automatik,2014,274380,8413.195311299649
audi,diesel,manuell,2000,240463,6963.2250653600695
vw,diesel,automatik,1996,77783,9332.041528396512
bmw,benzin,manuell,2005,233417,6824.23884119956
vw,benzin,manuell,1998,222274,2520.7895170072293
ford,diesel,automatik,2014,90402,13704.487369162454
vw,benzin,manuell,2014,205001,7950.473937986786
bmw,benzin,manuell,1998,79625,7657.484769375815
audi,diesel,manuell,2004,159311,11268.91404683133
opel,benzin,manuell,2016,240041,9586.77616497591
opel,diesel,manuell,2010,60616,9706.935686320634
mercedes_benz,benzin,manuell,1995,104401,7483.275935587995
audi,benzin,automatik,2005,239593,7052.54266608052
vw,benzin,automatik,2006,138868,11887.11894706087
ford,diesel,manuell,2007,288384,7691.335641355912
vw,benzin,manuell,1990,7348,5721.772730992089
vw,diesel,automatik,1998,217941,7105.472034015239
vw,diesel,manuell,2013,245188,7461.9607211037555
opel,diesel,manuell,1996,275768,2075.670773215761
opel,benzin,manuell,1998,51242,7332.454898912829
mercedes_benz,benzin,manuell,1998,295334,6171.666123718869
audi,benzin,manuell,1994,120722,6639.371311729833
ford,benzin,automatik,1994,108854,6094.940266071339
opel,diesel,automatik,1999,109884,8119.824689929689
opel,benzin,manuell,2013,193275,8589.133896966523
mercedes_benz,diesel,manuell,1990,199491,5565.961611713659
opel,benzin,manuell,1997,144810,4364.402690983324
audi,benzin,manuell,1991,25955,8128.806262942881
ford,benzin,automatik,2005,296055,5895.123383799184
mercedes_benz,diesel,manuell,1996,70520,10687.13875097825
vw,benzin,automatik,2011,32673,11078.644424998412
bmw,benzin,manuell,2005,181227,7877.068223285218
bmw,diesel,manuell,2011,126650,13865.3227089221
ford,benzin,manuell,2007,186592,9575.669951006315
bmw,benzin,manuell,2001,263284,6762.943192338133
mercedes_benz,benzin,automatik,2013,33710,15308.297381284508
mercedes_benz,benzin,manuell,2002,88795,11160.610683164165
opel,benzin,manuell,2015,157388,8447.007866229857
vw,benzin,manuell,2016,237398,11515.454734804696
audi,diesel,manuell,2005,182189,10136.111216762043
bmw,benzin,automatik,2008,117921,11237.394180184177
bmw,benzin,manuell,1996,184968,6350.446800860687
bmw,benzin,manuell,2011,294093,8127.585651904576
opel,benzin,manuell,2008,146615,10235.204965225252
audi,benzin,manuell,2014,265641,9583.819865829411
audi,benzin,manuell,1997,235087,5631.308619173389
vw,benzin,manuell,2011,93889,11782.809684976937
vw,benzin,manuell,2002,78603,7416.790094353188
bmw,diesel,manuell,1994,232206,6346.444199202736
bmw,diesel,manuell,1994,66206,9787.533354091316
mercedes_benz,benzin,automatik,2005,104372,9781.441768469067
mercedes_benz,benzin,manuell,1998,74442,10290.204733166414
vw,benzin,manuell,1992,183877,3353.8169025852912
ford,diesel,manuell,2001,91771,8659.529438173995
audi,benzin,manuell,2007,199251,9168.42457023585
ford,benzin,automatik,1998,280779,3873.174809425123
mercedes_benz,benzin,manuell,2015,249730,13511.414838514238
mercedes_benz,benzin,manuell,2011,284646,7837.818881872336
mercedes_benz,benzin,automatik,2003,12212,12842.53149674937
vw,diesel,automatik,2015,139359,13912.747943444254
opel,diesel,automatik,2001,69946,10122.468801591867
bmw,benzin,manuell,1993,275771,4573.688330013126
ford,benzin,manuell,1990,215015,5830.065823510006
opel,benzin,manuell,2015,99465,12231.90328617506
ford,benzin,manuell,2015,171239,11771.626694382536
ford,benzin,manuell,2009,183602,7567.351911721237
bmw,benzin,automatik,1992,151203,5286.571439154077
bmw,diesel,manuell,1997,144933,8229.86385614955
opel,diesel,manuell,1991,21286,7742.220257015106
vw,diesel,manuell,1991,138476,5640.721782243762
opel,diesel,manuell,1996,107741,7050.05705589832
bmw,benzin,manuell,2005,246383,7750.823419804308
audi,benzin,automatik,1991,260204,3235.2160717805373
audi,benzin,manuell,2016,226372,11002.774133560082
ford,benzin,automatik,2002,14113,11104.45317524782
mercedes_benz,benzin,manuell,1997,253161,7297.871142255627
vw,diesel,automatik,2003,121948,8151.67752549316
vw,benzin,manuell,2011,127828,11386.953839147174
audi,benzin,automatik,1998,283818,4447.558153865656
opel,benzin,automatik,1991,260852,2286.342477761581
bmw,diesel,manuell,1991,20009,9111.871386306268
bmw,benzin,manuell,2013,111150,15525.682823858477
mercedes_benz,benzin,automatik,1993,226163,5449.628056528281
audi,benzin,manuell,2007,163959,10088.737761342174
ford,diesel,automatik,2000,80995,9989.989736339141
mercedes_benz,diesel,automatik,2010,159809,12192.881724815677
bmw,benzin,automatik,1991,260649,4177.734416859583
mercedes_benz,diesel,manuell,2014,70870,15382.722673065295
ford,benzin,manuell,2008,225090,6127.4797748910405
opel,diesel,automatik,2002,221754,6005.3354977751405
bmw,benzin,manuell,1995,266283,6342.361897205192
audi,benzin,manuell,2016,92892,13044.3338978595
mercedes_benz,diesel,manuell,1998,68697,11875.671824007408
bmw,benzin,automatik,2003,166558,10240.732503046716
opel,benzin,manuell,2000,161731,3469.9098263372366
audi,diesel,manuell,1996,125812,9062.514157639662
mercedes_benz,diesel,manuell,2001,234884,6482.050185363458
vw,benzin,automatik,1994,240719,4527.75774224774
audi,diesel,manuell,1990,77481,6689.592535303728
bmw,diesel,automatik,1997,239681,7518.930879884679
vw,benzin,automatik,1993,73070,4697.180075560492
mercedes_benz,diesel,automatik,2001,125251,11678.553485407223
bmw,benzin,automatik,2013,13018,17230.06562695593
bmw,diesel,manuell,1994,105416,7381.23185796607
opel,benzin,manuell,1990,287762,500.0
vw,benzin,manuell,1992,135555,5070.8315353512335
ford,benzin,automatik,2003,214454,7030.347485470409
ford,benzin,manuell,1997,36838,3711.97105238724
opel,diesel,manuell,2003,192490,9873.30954567416
bmw,diesel,automatik,1990,114614,8700.550225322497
bmw,benzin,manuell,1998,224478,7455.817993679442
opel,benzin,automatik,2001,278765,4009.3893300069753
bmw,benzin,manuell,2001,161825,5780.469737171633
opel,benzin,manuell,2004,35334,10305.40309187536
ford,benzin,manuell,2011,145459,8543.03795765367
vw,diesel,manuell,2002,41317,11089.55754127501
audi,diesel,manuell,2012,137612,12519.558394605907
vw,benzin,automatik,2004,23038,11296.299068674565
bmw,benzin,manuell,1997,193929,5558.925427886134
audi,diesel,manuell,1996,96582,10164.943414018398
opel,benzin,automatik,1998,64452,5828.391440813492
mercedes_benz,benzin,automatik,2006,10104,17666.274138008783
vw,benzin,manuell,1996,266977,6317.382952480519
audi,benzin,automatik,2014,251972,13309.609378199766
audi,benzin,manuell,2002,244466,8623.898478661766
mercedes_benz,diesel,manuell,2013,22150,16330.177462649539
vw,benzin,manuell,2008,108121,11487.400058620813
ford,benzin,automatik,1999,291548,3424.7752525858086
opel,benzin,manuell,1996,175689,1755.9436866320398
vw,diesel,manuell,2010,42906,14896.682121046031
vw,benzin,automatik,1998,46603,10361.176694383757
mercedes_benz,benzin,manuell,1996,82617,9100.651338516847
opel,benzin,manuell,2015,291842,5625.3836140032745
mercedes_benz,benzin,automatik,2003,55035,11619.998985131539
opel,benzin,manuell,1991,271353,500.0
mercedes_benz,diesel,manuell,2003,205013,11217.361278926965
mercedes_benz,benzin,manuell,2002,276959,4655.856549703729
ford,benzin,automatik,2013,248673,9056.786305220015
mercedes_benz,benzin,manuell,2009,102988,11374.699978330467
opel,diesel,manuell,1995,249229,1175.3648325007853
vw,diesel,manuell,1994,54894,7959.652639917857
mercedes_benz,diesel,manuell,2006,90835,12482.600922031952
audi,benzin,automatik,1991,67472,8907.843658138052
mercedes_benz,diesel,manuell,1998,44284,9612.912096906939
bmw,diesel,manuell,1993,31550,8633.028031789267
audi,benzin,manuell,1990,60282,3212.896687263664
audi,benzin,manuell,2014,40432,11114.839976508116
mercedes_benz,diesel,manuell,1992,117225,10952.788614967769
vw,benzin,automatik,1990,26034,9804.717366149504
mercedes_benz,diesel,automatik,2015,23076,17877.56930783593
ford,benzin,manuell,1995,296997,500.0
audi,benzin,manuell,2012,30869,13534.94661176484
opel,benzin,manuell,1990,26847,6573.421303729545
audi,diesel,manuell,1994,13881,9150.796470266932
vw,diesel,manuell,1992,44099,7574.470800562534
opel,benzin,manuell,2009,160736,8266.145924278126
vw,benzin,automatik,2006,249040,6165.980994875713
bmw,benzin,automatik,2002,221793,7574.850881012193
audi,benzin,manuell,1996,176170,6716.581307528263
bmw,diesel,automatik,1992,30082,8733.027795418839
opel,benzin,manuell,2005,233453,6308.5340184352735
bmw,benzin,manuell,1996,15989,9272.85156052623
vw,benzin,automatik,2005,191119,8068.670956972345
audi,diesel,manuell,2008,125752,13960.903849252838
audi,benzin,manuell,2012,265241,9042.891932159571
bmw,diesel,automatik,2003,95722,13565.26651028799
opel,benzin,manuell,1990,193347,500.0
mercedes_benz,benzin,automatik,1997,134798,8398.49547953911
ford,diesel,manuell,2013,159026,10761.012931614108
mercedes_benz,benzin,automatik,2004,281945,11146.096018809689
mercedes_benz,diesel,manuell,2006,215261,7554.851875110164
mercedes_benz,benzin,manuell,2002,127294,9909.805207160834
mercedes_benz,diesel,manuell,1994,136980,10645.433276374395
audi,diesel,automatik,2014,212848,11465.509392099693
bmw,diesel,manuell,2010,107088,13038.981784361495
mercedes_benz,benzin,automatik,2016,54518,16907.248477583307
audi,diesel,manuell,2013,142957,13317.62283058417
ford,diesel,manuell,1997,25126,10946.13571318162
audi,benzin,manuell,1996,55065,9371.410715109849
opel,benzin,manuell,1996,129108,7009.499343271329
audi,diesel,automatik,2014,239988,11560.227464035133
audi,benzin,manuell,2005,235518,6678.851883124556
mercedes_benz,diesel,manuell,2002,81907,11623.275210470547
bmw,diesel,manuell,2016,129468,12971.985359948598
ford,benzin,manuell,2006,50291,10519.447544315142
bmw,benzin,manuell,2014,227797,10565.242830867133
bmw,benzin,automatik,2016,77673,14438.856650033787
opel,benzin,manuell,1992,240860,2330.787614431502
opel,diesel,manuell,1999,253410,2716.2263330385676
bmw,benzin,manuell,2009,208280,11190.153320783691
opel,benzin,manuell,2011,102409,9334.313917262958
opel,diesel,manuell,1994,286108,4016.484666141276
mercedes_benz,benzin,manuell,1998,207384,6663.21363265565
mercedes_benz,diesel,manuell,2004,195522,11237.424499836887
vw,benzin,automatik,2011,257640,8616.54356065936
ford,benzin,automatik,1993,265033,3415.1928105717307
ford,benzin,automatik,2006,27934,11106.24033822144
mercedes_benz,diesel,automatik,1998,265056,5303.783881485135
vw,diesel,manuell,1995,230682,5899.550308863199
opel,diesel,automatik,2003,65923,9950.01561631314
audi,diesel,manuell,2001,95761,11569.054116032221
ford,diesel,manuell,2007,227036,8594.649715303285
opel,diesel,manuell,1998,68903,6661.9952784829875
bmw,benzin,manuell,2012,138462,10958.566892237055
vw,diesel,automatik,1992,208225,5618.532652173506
opel,diesel,automatik,2013,196894,10007.246455884228
vw,diesel,manuell,1990,273390,3436.8439191997463
audi,benzin,manuell,2009,37903,12674.638585705467
mercedes_benz,benzin,manuell,1999,92030,11394.514666172432
mercedes_benz,diesel,manuell,2000,295539,7724.176726313653
mercedes_benz,benzin,automatik,1990,172805,6675.862490571222
vw,benzin,automatik,2008,78368,10471.623201889588
ford,diesel,manuell,1994,90501,6738.621421092274
mercedes_benz,benzin,manuell,2007,105067,13787.939072429064
opel,benzin,manuell,2009,168514,8048.3968120050195
opel,benzin,manuell,2012,88939,11417.981665525784
opel,benzin,manuell,2009,188449,7800.560114374559
ford,diesel,manuell,1998,136353,6859.846064118133
vw,diesel,manuell,2009,185048,12084.15613540745
audi,diesel,manuell,2012,50760,16387.395046559326
ford,diesel,manuell,1998,188946,5740.185722793577
mercedes_benz,diesel,automatik,1993,277798,6365.721131904051
audi,benzin,manuell,2014,44848,13250.234244673547
ford,diesel,automatik,1993,101595,6308.64268060257
